Gene_Name	pRDG
DNAJB13	0.132741661
DNAJB14	0.107784348
DNAJB2	0.083555908
DNAJB5	0.129183127
DNAJB6	0.219068396
DNAJB7	0.176828532
DNAJB8	0.110103969
DNAJB9	0.09981366
DNAJC1	0.095755157
DNAJC10	0.125066311
DNAJC11	0.109588646
DNAJC12	0.095417898
DNAJC13	0.139116563
DNAJC14	0.144657989
DNAJC15	0.105288828
DNAJC18	0.095904162
DNAJC19	0.142298242
DNAJC2	0.118389885
DNAJC21	0.103686053
DNAJC22	0.109963226
DNAJC24	0.125325228
DNAJC25	0.102990629
DNAJC3	0.157801384
DNAJC30	0.091462361
DNAJC4	0.076455305
DNAJC5	0.112629347
DNAJC5B	0.104099929
DNAJC5G	0.067267706
DNAJC6	0.120509752
DNAJC7	0.24415574
DNAJC8	0.116162305
DNAJC9	0.125158416
DNAL1	0.119017354
DNAL4	0.123788961
DNALI1	0.105865948
DNASE1	0.355907425
DNASE1L1	0.285617767
DNASE1L2	0.181304731
DNASE1L3	0.099014044
DNASE2	0.130674465
DNASE2B	0.107053629
DND1	0.146240316
DNER	0.239908393
DNHL1	0.101742946
DNLZ	0.099764525
DNM1	0.679144635
DNM1L	0.249744491
DNM2	0.673643533
DNM3	0.2433986
DNMBP	0.14332124
DNMT1	0.706451718
DNMT3A	0.415140488
DNMT3B	0.09494131
DNMT3L	0.178888252
DNPEP	0.108354535
DNTT	0.92580614
DNTTIP1	0.114843426
DNTTIP2	0.081920301
DOC2A	0.109529922
DOC2BL	0.110840484
DOCK1	0.197049133
DOCK10	0.122879674
DOCK2	0.109710026
DOCK3	0.131598854
DOCK4	0.099673398
DOCK5	0.149571091
DOCK6	0.100352191
DOCK7	0.136701654
DOCK8	0.106483282
DOCK9	0.101427445
DOHH	0.148590476
DOK1	0.223658325
DOK2	0.154339059
DOK3	0.097990902
DOK4	0.135884977
DOK5	0.11878272
DOK6	0.123788961
DOLK	0.139581412
DOLPP1	0.123094006
DOPEY1	0.094271913
DOPEY2	0.101315346
DOT1L	0.141334323
DPAGT1	0.218367953
DPCR1	0.044243006
DPEP1	0.267806906
DPEP2	0.115481083
DPEP3	0.10755576
DPF1	0.10376969
DPF2	0.135351076
DPF3	0.118095035
DPH1	0.132697034
DPH2	0.090175206
DPH3	0.129717038
DPH5	0.102073806
DPM1	0.466424718
DPM2	0.077809261
DPM3	0.0627405
DPP10	0.149629826
DPP3	0.299886788
DPP4	0.649893229
DPP6	0.124603067
DPP8	0.213862412
DPP9	0.179295902
DPPA2	0.088037753
DPPA3	0.072290191
DPPA4	0.061989076
DPPA5	0.103515701
DPT	0.200058723
DPY19L3	0.065785062
DPY19L4	0.08478174
DPY30	0.129717038
DPYD	0.386281563
DPYS	0.302927474
DPYSL2	0.546268379
DPYSL3	0.146829892
DPYSL4	0.125670142
DPYSL5	0.118095035
DQX1	0.085300417
DR1	0.178212948
DRAP1	0.110704516
DRD1	0.301482816
DRD2	0.724271995
DRD3	0.361013535
DRD4	0.399323092
DRD5	0.218023169
DRG1	0.112629347
DRG2	0.122876619
DRP2	0.114195288
DSC1	0.116645248
DSC2	0.148107573
DSC3	0.082208804
DSCAM	0.108181542
DSCAML1	0.104688585
DSCC1	0.127664379
DSCR3	0.120166591
DSCR8	0.116913665
DSE	0.150114516
DSG1	0.210509289
DSG2	0.147120205
DSG3	0.168695404
DSG4	0.165505582
DSN1	0.077854618
DSP	0.369636423
DST	0.407274825
DSTN	0.230213311
DSTYK	0.101726881
DTD1	0.146459455
DTL	0.177955302
DTNA	0.204241124
DTNB	0.499877141
DTNBP1	0.288783523
DTWD2	0.11490915
DTX1	0.142383169
DTX2	0.109883791
DTX3	0.115573003
DTX3L	0.060496135
DTX4	0.104124905
DTYMK	0.272205319
DULLARD	0.112629347
DUOX1	0.220411842
DUOX2	0.215242057
DUOXA1	0.180383161
DUOXA2	0.108448363
DUPD1	0.109634473
DUS1L	0.108325687
DUS2L	0.112491424
DUS4L	0.179152562
DUSP1	0.297636783
DUSP10	0.152504107
DUSP11	0.096801368
DUSP12	0.171975614
DUSP13	0.092037401
DUSP14	0.139101633
DUSP16	0.121431954
DUSP18	0.119236483
DUSP19	0.117214259
DUSP2	0.352831807
DUSP21	0.087463564
DUSP22	0.1578242
DUSP23	0.123788961
DUSP26	0.122184795
DUSP28	0.127837516
DUSP3	0.211778404
DUSP4	0.312131674
DUSP5	0.251931885
DUSP6	0.373126825
DUSP7	0.140487711
DUSP8	0.128944659
DUSP9	0.144146398
DUT	0.495350287
DUXA	0.087939895
DVL2	0.214329772
DVL3	0.176978155
DYDC1	0.073395012
DYDC2	0.062174225
DYM	0.163627942
DYNC1H1	0.37481348
DYNC1I1	0.198268417
DYNC1I2	0.199295441
DYNC1LI2	0.093200533
DYNC2H1	0.106245778
DYNC2LI1	0.082300967
DYNLRB1	0.168274453
DYNLRB2	0.129717038
DYNLT1	0.239842845
DYNLT3	0.11010807
DYRK1A	0.316402312
DYRK1B	0.167535139
DYRK2	0.256628202
DYRK3	0.109071989
DYRK4	0.075906816
DYSF	0.306645568
DYSFIP1	0.104681971
DYX1C1	0.084107484
DZIP1	0.098915791
DZIP1L	0.088332876
DZIP3	0.095302477
E2F1	0.790675411
E2F2	0.194676986
E2F3	0.096375724
E2F4	0.29794502
E2F5	0.179371893
E2F6	0.130797615
E2F7	0.097366752
E2F8	0.091354599
E4F1	0.122583984
EAF1	0.112629347
EAF2	0.117201092
EAPP	0.116514819
EARS2	0.386275603
EBAG9	0.135848346
EBF1	0.289119168
EBF3	0.108224238
EBF4	0.093185996
EBI3	0.185799
EBNA1BP2	0.127047468
EBP	0.09869777
EBPL	0.070100517
ECD	0.131436953
ECE1	0.389546977
ECE2	0.09790791
ECEL1	0.20455175
ECH1	0.203230343
ECHDC1	0.097374634
ECHDC2	0.180968485
ECHDC3	0.163583178
ECM1	0.301346794
ECSIT	0.104287893
ECT2	0.122761486
EDA	0.099467393
EDA2R	0.097427863
EDAR	0.44715135
EDARADD	0.093837407
EDC3	0.123542487
EDC4	0.161985752
EDEM1	0.14838063
EDEM2	0.119098913
EDEM3	0.119691348
EDF1	0.186193481
EDIL3	0.137262549
EDN1	0.751408322
EDN2	0.232186222
EDN3	0.369656112
EDNRA	0.414808028
EDNRB	0.729371752
EEA1	0.355240687
EED	0.148962011
EEF1A1	0.696306831
EEF1A2	0.475865653
EEF1AL3	0.649196499
EEF1B2	0.277061638
EEF1E1	0.139916273
EEF1G	0.393349087
EEF2	0.505912581
EEF2K	0.173933357
EEFSEC	0.269746378
EFCAB1	0.09904883
EFCAB4B	0.100157533
EFCAB6	0.085288879
EFEMP1	0.235322117
EFEMP2	0.121228849
EFHA1	0.101355334
EFHC1	0.154629301
EFHC2	0.095368962
EFHD1	0.120251333
EFHD2	0.123788961
EFNA1	0.207619334
EFNA2	0.235601443
EFNA3	0.135884977
EFNA4	0.117564414
EFNA5	0.3574789
EFNB1	0.370812169
EFNB2	0.193615428
EFNB3	0.124623498
EFR3A	0.087924558
EFS	0.146821246
EFTUD1	0.114724799
EFTUD2	0.336995979
EGF	0.972886307
EGFL10	0.083845175
EGFL6	0.09271637
EGFL7	0.138154895
EGFLAM	0.738398366
EGFR	0.988951024
EGLN1	0.095556712
EGLN2	0.173203554
EGLN3	0.21485853
EGR1	0.886853334
EGR2	0.664873702
EGR4	0.150840668
EHBP1	0.116267991
EHBP1L1	0.088883904
EHD1	0.163060049
EHD2	0.136042914
EHD3	0.109093576
EHD4	0.122326479
EHF	0.122946093
EHHADH	0.408216005
EHMT1	0.145903587
EHMT2	0.120081876
EI24	0.104904973
EID2	0.097349627
EID2B	0.086047293
EIF1AD	0.115944961
EIF1AX	0.13638886
EIF1B	0.118095035
EIF2A	0.11166598
EIF2AK1	0.294139637
EIF2AK3	0.586782575
EIF2B1	0.125289434
EIF2B2	0.177571742
EIF2B3	0.167838248
EIF2B4	0.131793635
EIF2B5	0.159043392
EIF2C1	0.161135667
EIF2C2	0.137764376
EIF2C3	0.106655747
EIF2C4	0.14026769
EIF2S1	0.492835786
EIF2S2	0.189806494
EIF2S3	0.218291079
EIF3B	0.137360568
EIF3C	0.162549432
EIF3CL	0.117705422
EIF3D	0.129717038
EIF3E	0.155881126
EIF3F	0.112089651
EIF3G	0.118095035
EIF3H	0.234326316
EIF3I	0.387674989
EIF3J	0.140476014
EIF3K	0.202974773
EIF3L	0.123263766
EIF3M	0.120386207
EIF4A1	0.426416249
EIF4A2	0.142298242
EIF4A3	0.202974773
EIF4B	0.279893123
EIF4E	0.387653719
EIF4E1B	0.105537398
EIF4E2	0.091392582
EIF4E3	0.112629347
EIF4EBP1	0.291459351
EIF4EBP2	0.112629347
EIF4EBP3	0.111675782
EIF4ENIF1	0.230990152
EIF4G1	0.171176691
EIF4G2	0.153047481
EIF4H	0.159685933
EIF5	0.135385744
EIF5A	0.297746001
EIF5A2	0.135884977
EIF5AL1	0.297746001
EIF5B	0.210665975
EIF6	0.134433958
ELA1	0.563785973
ELA2	0.915678866
ELA3A	0.107669767
ELAC1	0.163960892
ELAC2	0.097870887
ELAVL1	0.492835786
ELAVL2	0.27035074
ELAVL3	0.233723351
ELAVL4	0.151492346
ELF1	0.115386519
ELF2	0.140891641
ELF3	0.313629276
ELF4	0.086969246
ELF5	0.131059518
ELK1	0.156134737
ELK3	0.128847152
ELK4	0.095921067
ELL	0.168559466
ELL2	0.127444438
ELL3	0.083125485
ELMO1	0.165775298
ELMO2	0.141311002
ELMO3	0.107902702
ELMOD1	0.096227543
ELMOD2	0.119561173
ELOF1	0.112629347
ELOVL1	0.101533947
ELOVL2	0.179561493
ELOVL3	0.092342351
ELOVL4	0.099749259
ELOVL6	0.033067884
ELOVL7	0.101729431
ELP2	0.144552447
ELP3	0.159183959
ELP4	0.110679648
ELSPBP1	0.146816637
ELTD1	0.237163135
EMB	0.135456337
EMD	0.537333632
EME1	0.09742305
EME2	0.095653308
EMG1	0.151109911
EMID1	0.078140664
EMILIN1	0.14760925
EMILIN2	0.101292239
EMILIN3	0.098714325
EML1	0.163718781
EML2	0.114016537
EML3	0.099363934
EML4	0.128309248
EML5	0.11219921
EMP1	0.153750993
EMP3	0.154406662
EMR1	0.090444219
EMX1	0.166549771
EMX2	0.314625907
EN1	0.265278432
EN2	0.414806485
ENAM	0.11786544
ENC1	0.111082009
ENDOD1	0.103805942
ENDOG	0.200795651
ENDOGL2	0.27260825
ENG	0.76645225
ENO1	0.122634352
ENO2	0.858339722
ENO3	0.37745574
ENOSF1	0.234674613
ENOX1	0.113927481
ENOX2	0.107113905
ENPEP	0.478863221
ENPP1	0.471480414
ENPP2	0.196012513
ENPP3	0.422976051
ENPP4	0.101472498
ENPP5	0.087816261
ENPP7	0.142564247
ENTHD1	0.076477487
ENTPD1	0.238592975
ENTPD2	0.154521067
ENTPD3	0.169224398
ENTPD4	0.156563672
ENTPD5	0.176561475
ENTPD6	0.119413641
ENTPD7	0.143924708
ENTPD8	0.14168656
EOMES	0.330320417
EP300	0.910155934
EP400	0.278542269
EPAS1	0.385552956
EPB41	0.359137864
EPB41L1	0.093634076
EPB41L2	0.132194015
EPB41L3	0.20412591
EPB41L4A	0.10578076
EPB41L4B	0.106598657
EPB41L5	0.09111829
EPB42	0.127210029
EPB49	0.242437512
EPC1	0.09515546
EPC2	0.160340945
EPCAM	0.294572441
EPDR1	0.109282445
EPGN	0.330182755
EPHA1	0.178932012
EPHA10	0.101464048
EPHA2	0.288616665
EPHA3	0.212334876
EPHA4	0.219396632
EPHA5	0.135798759
EPHA7	0.169355165
EPHA8	0.12252175
EPHB1	0.227417867
EPHB2	0.580139379
EPHB3	0.227883412
EPHB4	0.257744383
EPHB6	0.229559971
EPHX1	0.664937645
EPHX2	0.390737825
EPM2A	0.325112711
EPN1	0.173912936
EPN2	0.10187188
EPN3	0.092908975
EPO	0.801905916
EPRS	0.529050847
EPS15	0.434071115
EPS15L1	0.12662584
EPS8	0.298707473
EPS8L1	0.106726846
EPS8L2	0.134930984
EPS8L3	0.088867767
EPSTI1	0.074386396
EPX	0.279347344
EPYC	0.129349385
ERAF	0.11948116
ERAL1	0.105850341
ERAP1	0.115789088
ERAP2	0.142341305
ERAS	0.172030523
ERBB2	0.894013675
ERBB2IP	0.108633549
ERBB3	0.531065315
ERBB4	0.402093084
ERC1	0.233381778
ERC2	0.110505953
ERCC1	0.707504149
ERCC2	0.770722494
ERCC3	0.268403299
ERCC4	0.478364888
ERCC5	0.493430105
ERCC6	0.468675842
ERCC6L	0.097358542
ERCC8	0.185686463
EREG	0.43067109
ERF	0.13887126
ERG	0.303124132
ERGIC1	0.121424614
ERGIC2	0.085030502
ERGIC3	0.102391565
ERH	0.186193481
ERI1	0.082222731
ERI2	0.070488675
ERI3	0.105076521
ERICH1	0.075179118
ERLIN1	0.102256714
ERLIN2	0.116005854
ERMN	0.083208548
ERMP1	0.094946746
ERN1	0.310771587
ERN2	0.119793065
ERO1L	0.129423373
ERP27	0.078589497
ERP29	0.19858746
ERRFI1	0.21670535
ESAM	0.16638597
ESCO1	0.102780704
ESCO2	0.207812863
ESD	0.540520007
ESF1	0.093605627
ESM1	0.116844793
ESPL1	0.105723706
ESPN	0.129710459
ESR1	0.950648847
ESR2	0.748629199
ESRRA	0.372837807
ESRRB	0.202561695
ESRRG	0.194446828
ESX1	0.095748575
ETAA1	0.078842862
ETF1	0.375017417
ETFA	0.729606894
ETFB	0.277644036
ETFDH	0.314847734
ETHE1	0.166056317
ETNK1	0.107127676
ETNK2	0.083540248
ETS1	0.725783664
ETS2	0.554759757
ETV2	0.079143436
ETV3	0.241638019
ETV4	0.459889746
ETV5	0.109024529
ETV6	0.514206129
EVC	0.180006475
EVC2	0.134326316
EVI1	0.278877704
EVI2A	0.080188709
EVI2B	0.086375694
EVI5	0.106497692
EVI5L	0.108430897
EVL	0.166637915
EVPL	0.259799391
EVX1	0.126972077
EVX2	0.130767093
EWSR1	0.431297626
EXO1	0.261150763
EXOC1	0.10878954
EXOC2	0.152543217
EXOC3	0.174993625
EXOC3L	0.097207528
EXOC5	0.117255833
EXOC6	0.114565425
EXOC6B	0.111242348
EXOC7	0.175789268
EXOC8	0.116382318
EXOG	0.27260825
EXOSC1	0.155881126
EXOSC10	0.306256636
EXOSC2	0.116341648
EXOSC3	0.109280723
EXOSC4	0.118095035
EXOSC5	0.109401924
EXOSC7	0.268517073
EXOSC8	0.137278468
EXOSC9	0.122748086
EXPH5	0.091799006
EXT1	0.267919189
EXT2	0.121106196
EXTL1	0.093591902
EXTL2	0.122465709
EXTL3	0.177080394
EYA1	0.27632734
EYA2	0.149151472
EYA3	0.078311496
EYA4	0.159990271
EYS	0.083845175
EZH1	0.116321744
EZH2	0.314625907
EZR	0.721057431
F10	0.455722039
F11	0.482708838
F11R	0.068939718
F12	0.095526962
F13A1	0.59246177
F13B	0.257748242
F2	0.148182393
F2R	0.399185601
F2RL1	0.173329044
F2RL2	0.106147058
F2RL3	0.138850498
F7	0.268198355
F8	0.829242141
F8A1	0.105997153
F8A2	0.105997153
F8A3	0.105997153
F9	0.572369878
FA2H	0.131389449
FAAH	0.161921045
FAAH2	0.110188318
FABP12	0.052542492
FABP2	0.297545485
FABP4	0.479828048
FABP5	0.131629453
FABP5L3	0.131629453
FABP6	0.164819112
FABP7	0.133192795
FABP9	0.104925764
FADD	0.50068217
FADS1	0.23947704
FADS2	0.278036864
FAF1	0.107430559
FAF2	0.116407062
FAH	0.24341729
FAHD1	0.144174501
FAHD2A	0.111605668
FAHD2B	0.113538252
FAIM	0.119591558
FAIM2	0.111595094
FAIM3	0.099499005
FAM100B	0.110319282
FAM101A	0.110975864
FAM101B	0.100241487
FAM102A	0.121712981
FAM103A1	0.107484448
FAM105A	0.098281571
FAM105B	0.102796182
FAM107A	0.140158504
FAM107B	0.084439196
FAM108A1	0.112366762
FAM108A2	0.110564232
FAM108A3	0.110564232
FAM108A6	0.10989104
FAM108B1	0.112629347
FAM108C1	0.104396508
FAM10A4	0.296323375
FAM10A5	0.089868567
FAM10A7	0.296323375
FAM110B	0.108446804
FAM110C	0.099328202
FAM113A	0.105881396
FAM113B	0.096365848
FAM114A2	0.083737275
FAM115A	0.089551386
FAM117B	0.109899587
FAM118A	0.092013494
FAM118B	0.107120831
FAM119A	0.108165887
FAM120A	0.110065405
FAM120B	0.083162049
FAM120C	0.103189412
FAM122B	0.081648767
FAM123A	0.104611333
FAM123B	0.085236154
FAM124A	0.097902075
FAM124B	0.090199226
FAM126A	0.170040831
FAM127A	0.088742126
FAM128B	0.102201765
FAM129A	0.084451362
FAM129B	0.107760259
FAM129C	0.084102271
FAM12B	0.11659296
FAM131A	0.096997176
FAM131C	0.088517142
FAM133A	0.092599872
FAM134A	0.10022676
FAM134B	0.108743766
FAM135A	0.089954956
FAM135B	0.096911848
FAM136A	0.108747366
FAM13A1	0.1164339
FAM13B1	0.127632384
FAM13C1	0.077433852
FAM148A	0.103242925
FAM148B	0.101252813
FAM148C	0.10673103
FAM152A	0.07259367
FAM155B	0.141696931
FAM156A	0.096734838
FAM156B	0.096734838
FAM158A	0.095438795
FAM160A2	0.097539941
FAM161B	0.082291197
FAM162A	0.063978676
FAM163A	0.100259798
FAM164A	0.104005787
FAM164C	0.056676258
FAM167A	0.08153214
FAM168A	0.112158389
FAM170A	0.076709866
FAM171A1	0.124960938
FAM172A	0.110090385
FAM173A	0.112172837
FAM173B	0.101502885
FAM175B	0.109464822
FAM176A	0.107165293
FAM177A1	0.094558559
FAM178A	0.095411483
FAM179B	0.096100963
FAM184A	0.095855071
FAM184B	0.096402314
FAM18A	0.06348926
FAM18B	0.100473048
FAM19A1	0.112629347
FAM19A2	0.09934643
FAM19A4	0.092407476
FAM20A	0.110597815
FAM20B	0.112014786
FAM21C	0.082818584
FAM21D	0.082818584
FAM29A	0.076798785
FAM32A	0.112629347
FAM33A	0.087569062
FAM35A	0.079319925
FAM35B2	0.087313286
FAM38B	0.109000568
FAM38B2	0.106010166
FAM3A	0.108783425
FAM3B	0.086710502
FAM3C	0.103785066
FAM3D	0.095212531
FAM40A	0.106003673
FAM40B	0.108754053
FAM43A	0.11009842
FAM44A	0.089256124
FAM44B	0.104480368
FAM45A	0.070389465
FAM45B	0.0695609
FAM46A	0.105613618
FAM46B	0.107846666
FAM46C	0.11049568
FAM46D	0.074730281
FAM48A	0.12263363
FAM49A	0.112629347
FAM49B	0.112629347
FAM50A	0.140951458
FAM53B	0.104497642
FAM53C	0.107559867
FAM55D	0.089391159
FAM57A	0.086562046
FAM58A	0.097007033
FAM5C	0.115583824
FAM60A	0.148962011
FAM62A	0.100001595
FAM62B	0.10633452
FAM63A	0.063704369
FAM64A	0.064502666
FAM65A	0.089531602
FAM65B	0.098092766
FAM69A	0.107175526
FAM69B	0.099825976
FAM6A	0.090551566
FAM71B	0.074249725
FAM71C	0.093459706
FAM71F1	0.086702769
FAM73B	0.103543489
FAM76B	0.108478668
FAM78A	0.121831954
FAM82A1	0.074809455
FAM82A2	0.110247182
FAM82B	0.103566153
FAM83A	0.124891615
FAM83C	0.108514305
FAM83E	0.105046162
FAM83F	0.122019472
FAM83H	0.106042434
FAM84A	0.081341387
FAM86A	0.10249849
FAM86B2	0.10249849
FAM8A1	0.098453721
FAM90A1	0.072339015
FAM92A1	0.090041217
FAM92A2	0.090041217
FAM92B	0.091866367
FAM96B	0.106925732
FAM98A	0.105833457
FAM98B	0.08332567
FANCB	0.31695772
FANCC	0.518112315
FANCE	0.476405592
FANCF	0.291798259
FANCG	0.406081088
FANCI	0.202847106
FANCL	0.28376059
FANCM	0.162644068
FANK1	0.0941361
FAP	0.243786279
FAR1	0.107484448
FAR2	0.13485507
FARP1	0.110582907
FARP2	0.191726423
FARS2	0.138593612
FARSA	0.199691711
FARSB	0.152546013
FAS	0.871608232
FASLG	0.847794149
FASN	0.170245278
FASTK	0.208382317
FASTKD3	0.06179584
FASTKD5	0.085035026
FAT1	0.171177839
FAT2	0.09701586
FAT4	0.100569678
FATE1	0.103709087
FAU	0.149199551
FBF1	0.103003048
FBLIM1	0.1064986
FBLN1	0.235438375
FBLN2	0.224728713
FBLN5	0.174554455
FBLN7	0.100558568
FBN1	0.113767183
FBN2	0.229368182
FBN3	0.135324478
FBP1	0.506952512
FBP2	0.232702455
FBXL10	0.1094574
FBXL11	0.103849199
FBXL12	0.111698824
FBXL13	0.088536008
FBXL14	0.112629347
FBXL15	0.104687211
FBXL16	0.108387324
FBXL18	0.101318095
FBXL19	0.112629347
FBXL20	0.080279359
FBXL21	0.063441999
FBXL22	0.085766761
FBXL3	0.110582974
FBXL4	0.099224876
FBXL5	0.102592512
FBXL6	0.100794579
FBXL7	0.112629347
FBXL8	0.102976152
FBXO11	0.126411077
FBXO15	0.107152584
FBXO18	0.09809458
FBXO21	0.110729153
FBXO24	0.107340175
FBXO25	0.110963645
FBXO27	0.104192781
FBXO28	0.105360441
FBXO3	0.190934862
FBXO30	0.104742443
FBXO32	0.22697704
FBXO33	0.099495858
FBXO34	0.091327559
FBXO36	0.081571975
FBXO38	0.107679284
FBXO39	0.07997977
FBXO4	0.10076885
FBXO40	0.102606255
FBXO41	0.11150765
FBXO42	0.111496059
FBXO43	0.10353065
FBXO47	0.093025826
FBXO5	0.109240135
FBXO6	0.111819815
FBXO7	0.138430447
FBXO8	0.14376082
FBXO9	0.134038333
FBXW10	0.085119359
FBXW11	0.160239055
FBXW12	0.062114641
FBXW2	0.093523843
FBXW4	0.115589098
FBXW5	0.120284726
FBXW7	0.621697671
FBXW8	0.274119389
FBXW9	0.080560193
FCAMR	0.36294146
FCAR	0.105757483
FCER1A	0.73135579
FCER1G	0.143940841
FCF1	0.135884977
FCGR1A	0.26466401
FCGR1B	0.072231131
FCGR1C	0.26466401
FCGR2B	0.125227355
FCGR2C	0.125227355
FCGR3A	0.147050202
FCGR3B	0.090632718
FCGRT	0.414706977
FCHO1	0.098102914
FCHO2	0.098844953
FCHSD1	0.088232648
FCHSD2	0.113230141
FCN2	0.096307715
FCN3	0.112864251
FCRL1	0.088983432
FCRL2	0.07766046
FCRL4	0.085637875
FCRL6	0.07352126
FCRLA	0.105168599
FCRLB	0.113846719
FDFT1	0.267109289
FDPS	0.351415065
FDX1	0.307442885
FDX1L	0.104746651
FDXR	0.382593656
FECH	0.303442269
FEM1A	0.117035239
FEM1B	0.118095035
FEM1C	0.112629347
FEN1	0.542583998
FER	0.144206984
FERD3L	0.104594455
FERMT1	0.144586568
FERMT2	0.13433436
FERMT3	0.126008596
FES	0.399648401
FEV	0.192311764
FEZ1	0.133661629
FEZ2	0.097298385
FEZF1	0.094785251
FEZF2	0.148962011
FFAR1	0.129373906
FFAR2	0.116284925
FFAR3	0.100141289
FGA	0.417223526
FGB	0.410684942
FGD1	0.287135043
FGD2	0.102878968
FGD3	0.148774118
FGD4	0.129673261
FGD6	0.091301194
FGF1	0.952382623
FGF10	0.451589242
FGF11	0.136679356
FGF12	0.174481732
FGF13	0.102861363
FGF14	0.170502808
FGF16	0.135884977
FGF17	0.112629347
FGF18	0.26913745
FGF19	0.158370766
FGF2	0.894106679
FGF20	0.230415753
FGF21	0.135300093
FGF22	0.126149452
FGF23	0.3471097
FGF3	0.415146292
FGF4	0.608757959
FGF5	0.221072138
FGF6	0.198271006
FGF7	0.585720539
FGF7P2	0.585720539
FGF8	0.585720539
FGF9	0.315029968
FGFBP1	0.109275054
FGFBP3	0.09295095
FGFR1	0.786079785
FGFR1OP	0.252220478
FGFR1OP2	0.127161843
FGFR2	0.762803683
FGFR3	0.785466822
FGFR4	0.316364232
FGFRL1	0.190796258
FGG	0.351594611
FGGY	0.141021297
FGL2	0.320832118
FGR	0.606580882
FH	0.629659603
FHDC1	0.089484547
FHL1	0.135884977
FHL2	0.434718873
FHL3	0.111064398
FHL5	0.1075461
FHOD1	0.113250739
FHOD3	0.103899731
FIBCD1	0.107446154
FIBIN	0.10479922
FIBP	0.110181956
FICD	0.118796125
FIG4	0.132280723
FIGF	0.181638855
FIGLA	0.096416723
FIGN	0.117983335
FIGNL1	0.111184919
FILIP1	0.102597862
FILIP1L	0.094426964
FIP1L1	0.140987994
FIS1	0.112629347
FIZ1	0.129295218
FKBP10	0.108136963
FKBP11	0.121018232
FKBP14	0.116149618
FKBP15	0.095998015
FKBP1A	0.338172505
FKBP1B	0.135884977
FKBP2	0.156657166
FKBP3	0.1394746
FKBP4	0.186897744
FKBP5	0.095120497
FKBP6	0.130022477
FKBP7	0.092041584
FKBP8	0.16202497
FKBP9	0.110622992
FKRP	0.28737428
FKTN	0.389395158
FLAD1	0.231784703
FLCN	0.172418195
FLII	0.233561073
FLNA	0.643958889
FLNB	0.215903395
FLNC	0.280514825
FLOT1	0.193493481
FLOT2	0.194446828
FLRT1	0.11168563
FLRT2	0.110098709
FLRT3	0.122228798
FLT1	0.648220021
FLT3	0.351360406
FLT3LG	0.142997972
FLT4	0.235550419
FLVCR1	0.112267947
FLVCR2	0.147295268
FLYWCH1	0.109183039
FMN1	0.104736642
FMN2	0.102242194
FMNL1	0.130998308
FMNL3	0.108476491
FMO1	0.154886759
FMO3	0.118144962
FMO4	0.111632718
FMO5	0.090262552
FMOD	0.108333897
FMR1	0.517402675
FN1	0.992169898
FN3K	0.131488365
FNBP1	0.163858487
FNBP1L	0.125596189
FNBP4	0.088203777
FNDC1	0.095038488
FNDC3A	0.492871051
FNDC3B	0.105296882
FNDC4	0.111091149
FNDC5	0.154160768
FNIP2	0.082819757
FNTA	0.104230379
FNTB	0.113606418
FOLH1	0.431986654
FOLR1	0.263853654
FOLR2	0.146610393
FOLR3	0.104007351
FOS	0.967323586
FOSB	0.430306051
FOSL1	0.46150484
FOSL2	0.289628122
FOXA1	0.432174592
FOXA2	0.658685433
FOXA3	0.244804339
FOXB1	0.155881126
FOXB2	0.109151928
FOXC1	0.299046882
FOXC2	0.238293767
FOXD3	0.22434628
FOXD4L1	0.079549247
FOXE1	0.105925321
FOXE2	0.105925321
FOXF1	0.202560779
FOXG1	0.696015349
FOXH1	0.241857927
FOXI1	0.199607593
FOXJ1	0.25683744
FOXJ2	0.136220931
FOXJ3	0.144287656
FOXK1	0.120055021
FOXK2	0.204330001
FOXL2	0.415781226
FOXM1	0.642044489
FOXN1	0.245133693
FOXN2	0.164620763
FOXN3	0.175546915
FOXN4	0.151767616
FOXO1	0.829362454
FOXO3	0.594625902
FOXO4	0.231225611
FOXP1	0.326289682
FOXP2	0.651388056
FOXP3	0.530109568
FOXP4	0.152862573
FOXR1	0.154171998
FOXR2	0.092681396
FOXRED1	0.085682697
FOXS1	0.097405669
FPGS	0.269613131
FPGT	0.107780835
FPR1	0.194469464
FPR2	0.221294612
FPR3	0.083421912
FRAP1	0.170868863
FRAS1	0.109469218
FRAT1	0.169857035
FRAT2	0.137823312
FREM1	0.102251571
FREM2	0.111722404
FREM3	0.098651055
FREQ	0.186193481
FRG1	0.139134983
FRK	0.169976648
FRMD3	0.111213157
FRMD4A	0.109772458
FRMD4B	0.100265039
FRMD5	0.109826558
FRMD6	0.155151381
FRMD7	0.123827231
FRMD8	0.108127585
FRMPD1	0.093593213
FRMPD2	0.09100852
FRMPD4	0.09751424
FRRS1	0.125354081
FRS3	0.138060641
FRZB	0.224458203
FSCB	0.067265304
FSCN1	0.421670538
FSCN2	0.142995729
FSD1	0.10873024
FSD1L	0.1066589
FSD2	0.092684202
FSHB	0.817838912
FSHR	0.400048512
FSIP1	0.076453231
FSIP2	0.076225242
FST	0.486105223
FSTL1	0.170502808
FSTL3	0.147814195
FSTL4	0.100566684
FSTL5	0.097476574
FTH1	0.48545134
FTHL17	0.105855189
FTL	0.648436529
FTMT	0.204583452
FTO	0.280058928
FTSJ1	0.176874593
FTSJ2	0.143436692
