Gene_Name	RVIS
EIF4EBP3	0.013025609
EIF4ENIF1	-0.973616687
EIF4G1	-1.271459448
EIF4G2	-1.087493118
EIF4G3	0.299418187
EIF4H	-0.029247611
EIF5	-0.692458599
EIF5A	-0.053113545
EIF5A2	0.079165051
EIF5B	-0.196519234
EIF6	0.038710339
ELAC1	0.016664174
ELAC2	-0.905656269
ELANE	0.194852702
ELAVL1	-0.317668748
ELAVL2	-0.405853867
ELAVL3	-0.780646273
ELAVL4	-0.095386216
ELF1	0.312359769
ELF2	0.52918614
ELF3	0.042348793
ELF4	-0.113792788
ELF5	-0.538132194
ELFN2	-1.835411529
ELK1	0.327131069
ELK3	-0.222203495
ELK4	-0.404032746
ELL	-0.596992387
ELL2	0.108486928
ELL3	0.485092724
ELMO1	-0.534490515
ELMO2	-0.822919685
ELMO3	0.562153464
ELMOD1	-0.471992905
ELMOD2	0.193034296
ELMOD3	0.665103516
ELN	-0.08265057
ELOF1	0.013025609
ELOVL1	0.03689118
ELOVL2	-0.181750739
ELOVL3	0.170987912
ELOVL4	0.393270925
ELOVL5	0.080983847
ELOVL6	-0.207437529
ELOVL7	0.060756528
ELP2	1.20517535
ELP3	-1.06726444
ELP4	0.863528995
ELSPBP1	1.839182427
ELTD1	0.99945266
EMB	0.17280645
EMC10	-0.247889024
EMC2	-0.09720619
EMC3	0.103030231
EMC4	0.103030231
EMC6	-0.009020804
EMC7	0.435547893
EMC8	-0.317668748
EMC9	0.283038099
EMCN	0.060756528
EMD	-0.05129383
EME1	1.003094668
EMID1	0.885576705
EMILIN1	-0.108334733
EMILIN2	-0.497908112
EMILIN3	-0.589727438
EML1	-0.420619508
EML2	0.224175308
EML3	-0.843147538
EML4	-1.346642726
EML5	-1.433039328
EML6	-0.613589782
EMP1	0.391453969
EMP2	-0.359940251
EMP3	0.103030231
EMR1	2.743343517
EMR2	2.36468479
EMR3	1.223576934
EMX2	-0.09720619
ENAH	-0.624497208
ENAM	-0.079012906
ENC1	-0.648365105
ENDOD1	0.995816767
ENDOU	-0.179930907
ENDOV	-0.023789244
ENG	-0.394936437
ENGASE	-0.632009432
ENHO	0.079165051
ENKUR	0.77170517
ENO1	-0.181750739
ENO2	-0.405853867
ENO3	-0.488577883
ENOPH1	-0.141298762
ENOSF1	0.576916344
ENOX1	-0.44448505
ENOX2	-0.426079032
ENPEP	0.385781814
ENPP1	-0.396754488
ENPP2	0.161677043
ENPP3	0.385781814
ENPP4	0.373041938
ENPP5	0.176444282
ENPP6	-0.352661697
ENPP7	0.518060413
ENSA	0.413500896
ENTHD1	-0.156065314
ENTHD2	0.624649618
ENTPD1	-0.336073593
ENTPD2	0.198490371
ENTPD3	-0.26629572
ENTPD4	-0.663133267
ENTPD5	0.41713504
ENTPD6	0.935129812
ENTPD7	0.110306132
ENTPD8	-1.063626766
ENY2	0.145304857
EOGT	0.174625237
EP300	-3.681999375
EP400	-3.863869047
EPAS1	-0.881793075
EPB41	-0.596992387
EPB41L1	-0.729274834
EPB41L2	-0.990222991
EPB41L3	0.900159287
EPB41L4A	1.605718424
EPB41L4B	-0.707227564
EPB41L5	0.04598748
EPB42	-0.194700582
EPB49	-0.358119787
EPC1	-0.619039275
EPC2	-0.291981272
EPCAM	0.373041938
EPDR1	0.483275131
EPG5	-0.364112929
EPGN	-0.229483771
EPHA1	-0.898404627
EPHA10	1.078370636
EPHA2	-0.628385276
EPHA3	-0.903841325
EPHA4	-1.39618256
EPHA5	-1.238203625
EPHA6	-0.771553417
EPHA7	-0.863377021
EPHA8	0.130330208
EPHB1	-1.326403565
EPHB2	-1.456898556
EPHB3	-2.677226852
EPHB4	-1.501002093
EPHB6	-1.434847051
EPHX1	0.712836712
EPHX2	0.692611128
EPHX3	-0.115612493
EPHX4	-0.494039303
EPM2AIP1	-0.005381972
EPN1	-0.262657925
EPN2	-0.376526807
EPN3	1.140856814
EPO	0.637604436
EPOR	0.775339069
EPRS	-0.123106115
EPS15	0.470324112
EPS15L1	-2.125742609
EPS8	-0.304932527
EPS8L1	7.61E-05
EPS8L2	-1.262067713
EPS8L3	0.868987491
EPSTI1	0.374860183
EPT1	-0.205617011
EPX	1.144514984
EPYC	0.507139401
ERAL1	-0.003562597
ERAP1	1.076540831
ERAP2	0.387604191
ERAS	-0.075159878
ERBB2	-0.5879134
ERBB2IP	1.387050485
ERBB3	-0.655870776
ERBB4	-1.969545983
ERC1	-0.881793075
ERC2	-0.328796968
ERCC1	-0.358119787
ERCC2	-1.945684699
ERCC3	-1.284117362
ERCC4	-0.367438677
ERCC5	0.547404288
ERCC6	1.486276519
ERCC6L	-0.176292081
ERCC8	-0.534490515
EREG	0.104848986
ERF	-0.424258538
ERG	-0.602450568
ERGIC1	-0.359940251
ERGIC2	-0.339715008
ERGIC3	-0.404032746
ERH	0.101211609
ERI1	-0.159704656
ERI2	1.596607091
ERI3	-0.339715008
ERICH1	0.07167258
ERLEC1	-0.690637458
ERLIN1	-0.139478553
ERLIN2	-0.494039303
ERMAP	0.666922772
ERMN	0.637604436
ERMP1	-1.03976177
ERN1	-0.43902969
ERN2	-1.697674421
ERO1L	-0.404032746
ERO1LB	0.751474114
ERP27	-0.049474214
ERP29	-0.137658575
ERP44	-0.073340031
ERRFI1	0.352813824
ERV3-1	1.940150696
ERVFRD-1	-0.203796826
ERVW-1	0.973768544
ESAM	0.196671391
ESCO1	-0.242430445
ESCO2	0.733063566
ESD	0.104848986
ESF1	-0.686998355
ESM1	0.03689118
ESPL1	1.796834896
ESR1	0.242582624
ESR2	-0.951568548
ESRP1	-0.534490515
ESRP2	-0.731092527
ESRRA	-0.359940251
ESRRB	0.176444282
ESRRG	-0.560178693
ESX1	0.040529541
ESYT1	-1.857465733
ESYT2	-0.106515707
ESYT3	1.896046011
ETAA1	1.49181482
ETF1	-0.317668748
ETFA	0.082802743
ETFB	0.64123826
ETFDH	-0.558357437
ETHE1	-0.317668748
ETNK1	0.038710339
ETNK2	0.016664174
ETS1	-0.203796826
ETS2	-0.047654689
ETV1	-0.426079032
ETV2	0.527368849
ETV3	-0.339715008
ETV3L	1.442251694
ETV4	0.286674996
ETV5	-0.358119787
ETV6	-0.624497208
ETV7	1.243805243
EVC	3.727172238
EVC2	-0.064465206
EVI2A	0.283038099
EVI2B	0.418953042
EVI5	0.178263593
EVI5L	-0.824740496
EVL	-0.359940251
EVPL	0.769689266
EVPLL	0.858082312
EWSR1	-0.778825328
EXD1	-0.468351206
EXD2	0.020302773
EXD3	2.951159138
EXO1	3.144138867
EXOC1	-0.644723694
EXOC2	-0.973616687
EXOC3	-1.596455314
EXOC3L1	1.069238311
EXOC3L2	-0.157884861
EXOC4	-1.280491183
EXOC5	0.21689899
EXOC6	0.158037129
EXOC6B	-0.865195027
EXOC7	-0.93133804
EXOC8	-0.488577883
EXOG	-0.446304853
EXOSC1	-0.361761279
EXOSC10	-1.238203625
EXOSC2	-0.22584292
EXOSC3	0.617373774
EXOSC4	-0.315847836
EXOSC5	-0.291981272
EXOSC7	-0.025608647
EXOSC8	0.104848986
EXOSC9	-0.247889024
EXPH5	4.115639618
EXT1	-1.133409319
EXT2	-0.484940685
EXTL1	0.714657953
EXTL2	-0.315847836
EXTL3	-1.791303746
EYA1	-0.844966979
EYA2	0.090079492
EYA3	-0.648365105
EYA4	-0.424258538
EYS	7.740745446
EZH1	-0.448125345
EZH2	-0.53631094
EZR	-1.197736472
F10	-0.552898813
F11	-0.929520514
F11R	-0.137658575
F12	0.532823122
F13A1	0.249861693
F13B	0.731244617
F2	-0.710864321
F2R	-0.648365105
F2RL1	-0.381986487
F2RL2	0.773521534
F3	0.881944684
F5	3.230985335
F7	-0.020150552
F8	-0.745876353
F9	-0.0274281
FA2H	-0.247889024
FAAH	-0.468351206
FAAH2	-0.288341872
FABP1	0.125076652
FABP12	0.281220278
FABP2	0.03689118
FABP3	0.191216164
FABP4	0.169169615
FABP5	0.235309407
FABP6	0.038710339
FABP7	-0.09720619
FADD	0.058937498
FADS1	-0.119252484
FADS2	-0.383807564
FADS3	-0.60427181
FADS6	-0.134019284
FAF1	-0.424258538
FAF2	-0.427900189
FAH	-0.909290275
FAHD1	-0.291981272
FAHD2A	-0.670411825
FAHD2B	0.283038099
FAIM	0.170987912
FAIM2	-0.293801652
FAIM3	0.016664174
FAM100A	0.25917371
FAM101A	0.681699246
FAM102A	-0.580403979
FAM102B	-0.073340031
FAM103A1	0.25917371
FAM104A	0.060756528
FAM104B	0.413500896
FAM105A	0.106667882
FAM105B	0.459411326
FAM107A	0.481458261
FAM107B	-0.025608647
FAM108B1	-0.339715008
FAM109B	0.194852702
FAM110B	-0.271755481
FAM111A	-0.264476624
FAM111B	-0.731092527
FAM114A1	0.358272123
FAM114A2	-0.178111357
FAM116A	-0.0274281
FAM116B	-0.951568548
FAM117A	-0.181750739
FAM118A	-0.001743238
FAM118B	-0.448125345
FAM120A	-2.037519759
FAM120AOS	0.970138239
FAM120B	1.181302384
FAM120C	-0.137658575
FAM122A	-0.139478553
FAM122B	0.347360312
FAM122C	0.347360312
FAM123A	0.130533008
FAM123B	-0.394936437
FAM123C	-1.082044518
FAM124A	0.154398214
FAM124B	0.040529541
FAM125A	0.350995466
FAM125B	-0.471992905
FAM126A	0.264628794
FAM126B	-0.426079032
FAM127A	0.101211609
FAM127B	0.479642105
FAM127C	-0.075159878
FAM129A	1.208829905
FAM129B	-1.346642726
FAM129C	1.581840753
FAM131A	-0.205617011
FAM131B	-0.426079032
FAM131C	0.839664339
FAM133A	0.545784012
FAM133B	0.057118534
FAM134A	0.50895761
FAM134B	0.395088462
FAM134C	-0.800872469
FAM135A	-0.501537595
FAM135B	-1.425829947
FAM136A	-0.007201372
FAM13A	-0.369255208
FAM13B	-0.995664936
FAM13C	0.755110637
FAM149A	3.116543701
FAM149B1	0.725794416
FAM151A	1.627768939
FAM151B	0.038710339
FAM154A	2.361012236
FAM154B	0.887394731
FAM155A	-0.005381972
FAM155B	0.461228372
FAM159A	-0.007201372
FAM159B	0.501689326
FAM160A1	1.976952171
FAM160A2	-0.944313493
FAM160B1	-0.754958418
FAM160B2	-0.591542347
FAM161A	1.023320772
FAM161B	0.536463361
FAM162A	0.703746784
FAM163A	0.193034296
FAM165B	0.369407109
FAM166A	-0.328796968
FAM166B	0.395088462
FAM167A	0.575097644
FAM168A	-0.295622497
FAM168B	-0.185391282
FAM169A	-0.201976964
FAM169B	0.749657564
FAM170A	0.350995466
FAM170B	1.436808095
FAM171A1	-1.324592054
FAM171B	-1.085675268
FAM172A	-0.071520315
FAM173B	0.418953042
FAM174A	0.525552348
FAM175A	0.949904335
FAM175B	-0.670411825
FAM176A	0.25917371
FAM176C	0.174625237
FAM177A1	0.12689526
FAM177B	0.237127192
FAM178A	0.358272123
FAM178B	0.839664339
FAM179A	3.195707687
FAM179B	-1.096852975
FAM180A	-0.005381972
FAM181A	0.286674996
FAM183A	0.25917371
FAM184A	-0.21856543
FAM184B	1.774838537
FAM186A	4.334192819
FAM186B	1.409099734
FAM187B	1.464302001
FAM188A	-0.912929826
FAM188B	2.252570408
FAM189A1	1.460671256
FAM189A2	-0.290161348
FAM189B	0.132352165
FAM18A	-0.383807564
FAM18B1	0.080983847
FAM18B2	0.661468037
FAM18B2-CDRT4	0.103030231
FAM190A	0.824892996
FAM190B	0.446457185
FAM192A	0.03689118
FAM193A	0.191006924
FAM193B	0.156217551
FAM194A	1.822581424
FAM194B	2.710287147
FAM195B	0.12325821
FAM196A	-0.220384297
FAM196B	0.481458261
FAM198A	1.638895725
FAM198B	-0.132199953
FAM199X	0.013025609
FAM19A1	-0.075159878
FAM19A2	0.21326276
FAM19A3	0.903992902
FAM19A4	0.058937498
FAM19A5	0.347360312
FAM200A	0.283038099
FAM200B	0.701931997
FAM204A	-0.295622497
FAM205A	2.682783088
FAM206A	0.349177632
FAM207A	0.128714042
FAM208A	-0.235157409
FAM208B	2.833872852
FAM209A	0.415317661
FAM209B	0.903992902
FAM20A	-0.356299879
FAM20B	-0.115612493
FAM20C	1.572740636
FAM210A	-0.227663163
FAM211A	0.926041233
FAM211B	1.576373448
FAM212A	0.128714042
FAM212B	-0.60427181
FAM213A	-0.005381972
FAM213B	-0.007201372
FAM214A	0.604424343
FAM214B	-0.135838822
FAM216A	0.170987912
FAM216B	0.103030231
FAM217A	2.397825098
FAM217B	-0.580403979
FAM218A	0.547599505
FAM219A	-0.009020804
FAM219B	0.148941568
FAM220A	0.885576705
FAM221A	0.973768544
FAM221B	1.306318795
FAM222B	-0.534490515
FAM227B	-0.334253673
FAM228A	0.193034296
FAM22G	0.99945266
FAM24A	-0.075159878
FAM24B	0.169169615
FAM26D	-0.141298762
FAM26E	0.328949044
FAM32A	0.079165051
FAM35A	-0.067881249
FAM3A	-0.427900189
FAM3B	0.238945317
FAM3C	-0.207437529
FAM3D	0.262810045
FAM40A	-1.3098007
FAM40B	-0.641086234
FAM45A	0.128714042
FAM46A	0.238945317
FAM46B	-0.468351206
FAM46C	-0.113792788
FAM46D	-0.0274281
FAM47A	1.223576934
FAM47B	1.86668643
FAM47C	1.76190403
FAM47E	1.480910504
FAM48A	-0.44448505
FAM49A	-0.141298762
FAM49B	-0.075159878
FAM50A	-0.007201372
FAM50B	0.016664174
FAM53B	-0.354480518
FAM53C	-0.381986487
FAM54A	0.442818085
FAM54B	-0.181750739
FAM57A	-0.516085732
FAM57B	-0.405853867
FAM59A	-0.727458245
FAM5B	-1.151821487
FAM5C	-1.155457828
FAM60A	0.21326276
FAM63A	0.464864541
FAM63B	-0.134019284
FAM64A	-0.315847836
FAM65A	-0.681547523
FAM65B	2.403294158
FAM65C	-0.716581425
FAM69A	0.391453969
FAM69B	-0.661316159
FAM70A	-0.205617011
FAM70B	0.646696306
FAM71A	1.894214943
FAM71B	0.490549924
FAM71C	1.194256079
FAM71D	-0.157884861
FAM71E1	0.194852702
FAM71F1	0.350995466
FAM71F2	1.284269037
FAM73A	-0.732911333
FAM73B	-0.044015879
FAM75D1	0.567546387
FAM75E1	3.561964917
FAM76A	-0.163345027
FAM76B	-0.029247611
FAM78A	-0.427900189
FAM78B	-0.361761279
FAM81A	-0.249709319
FAM81B	0.442818085
FAM82A1	0.852410773
FAM82A2	-0.426079032
FAM82B	-0.093566408
FAM83A	0.839664339
FAM83B	-0.479490344
FAM83C	-0.102878093
FAM83D	0.374860183
FAM83F	0.354632714
FAM83G	-0.038558137
FAM84A	-0.075159878
FAM86A	1.620475625
FAM86C1	0.505321956
FAM90A1	1.978773583
FAM91A1	-0.622676946
FAM92A1	0.325313577
FAM92B	0.396906589
FAM96A	-0.141298762
FAM96B	0.013025609
FAM98A	0.132352165
FAM98B	-0.361761279
FAM98C	0.729426781
FAM9A	0.283038099
FAM9B	0.03689118
FAM9C	-0.207437529
FAN1	0.277371677
FANCA	-0.101294944
FANCB	-0.400392389
FANCC	0.354632714
FANCD2	-0.920453886
FANCE	-0.312207497
FANCF	-0.023789244
FANCG	0.775339069
FANCI	-0.117651763
FANCL	-0.291981272
FANCM	1.11512027
FANK1	1.642526957
FAP	-1.105907904
FAR1	-0.205617011
FAR2	-0.844966979
FARP1	0.102819578
FARP2	0.374677996
FARS2	-0.067881249
FARSA	0.066214104
FARSB	-0.380166007
FAS	0.461228372
FASLG	-0.405853867
FASN	-3.393118793
FASTK	-0.247889024
FASTKD1	-0.12856188
FASTKD2	0.86534717
FASTKD3	0.290313621
FASTKD5	-0.727458245
FAT1	-0.392997457
FAT2	1.951664999
FAT4	-0.502828893
FATE1	-0.161524709
FAU	0.235309407
FAXC	-0.071520315
FBF1	-0.694532205
FBL	-0.0274281
FBLIM1	0.510776592
FBLN1	-0.345391639
FBLN2	-1.091439713
FBLN5	-0.580403979
FBLN7	-0.642904474
FBN1	-2.813971075
FBN2	-1.867776262
FBN3	7.067302466
FBP1	-0.005381972
FBP2	0.486911049
FBXL12	-0.179930907
FBXL13	0.492370491
FBXL14	-0.580403979
FBXL16	-0.317668748
FBXL18	-0.797234383
FBXL19	-0.071520315
FBXL2	-0.205617011
FBXL20	-0.095386216
FBXL3	-0.317668748
FBXL4	-0.933156985
FBXL5	-0.957024976
FBXL6	-0.442665927
FBXL7	-0.66859065
FBXO10	-1.991601082
FBXO11	-0.690637458
FBXO15	-0.402212257
FBXO16	0.262810045
FBXO18	-2.033907235
FBXO21	-0.780646273
FBXO22	-0.0274281
FBXO24	-0.576764155
FBXO25	-0.157884861
FBXO28	0.058937498
FBXO3	-0.359940251
FBXO30	-0.26629572
FBXO31	-0.822919685
FBXO32	-0.049474214
FBXO33	-0.337894035
FBXO34	0.312359769
FBXO36	0.12689526
FBXO38	-0.883608246
FBXO39	1.354051915
FBXO4	0.016664174
FBXO40	-0.793601146
FBXO42	-0.620857637
FBXO43	0.044168103
FBXO44	0.220536484
FBXO45	-0.031067188
FBXO46	-0.448125345
FBXO47	0.284856336
FBXO48	-0.053113545
FBXO5	0.439181676
FBXO6	0.352813824
FBXO7	0.088260113
FBXO8	-0.183570861
FBXO9	-0.337894035
FBXW10	1.271321208
FBXW11	-0.471992905
FBXW12	0.777157784
FBXW2	-0.381986487
FBXW4	-0.626318434
FBXW5	-1.275066404
FBXW7	-0.111973265
FBXW8	-0.28470423
FBXW9	0.597144447
FCAMR	1.532271902
FCAR	0.396906589
FCER1A	0.12689526
FCER1G	0.3455435
FCER2	0.310540264
FCF1	-0.05129383
FCGR2A	0.841481379
FCGR2B	0.060756528
FCGR3A	0.440999548
FCGR3B	-0.115612493
FCGRT	-0.137658575
FCHO1	-1.102280959
FCHO2	0.064394823
FCHSD1	0.227815529
FCHSD2	-0.88906181
FCN1	-0.264476624
FCN2	0.578735925
FCN3	0.308721233
FCRL1	0.644875971
FCRL2	-0.198338176
FCRL3	1.252926935
FCRL4	0.512596355
FCRL5	2.274625269
FCRL6	0.270087468
FCRLA	0.486911049
FCRLB	0.751474114
FDCSP	-0.031067188
FDFT1	-1.131590109
FDPS	0.571462851
FDX1L	0.349177632
FDXACB1	0.42623145
FDXR	0.536463361
FECH	0.042348793
FEM1A	-0.003562597
FEM1B	-0.381986487
FEM1C	-0.626318434
FEN1	-0.117432389
FER	-0.440847477
FER1L6	-0.126979582
FERD3L	-0.185391282
FERMT1	-0.418800956
FERMT2	-0.688817379
FERMT3	-0.194700582
FES	-0.92407637
FETUB	0.621009802
FEZ1	-0.005381972
FEZ2	-0.071520315
FEZF1	-0.007201372
FEZF2	-0.185391282
FFAR1	0.238945317
FFAR2	0.463046108
FFAR3	0.154398214
FGA	-0.751322189
FGB	0.308721233
FGD1	-0.512444034
FGD2	0.450099045
FGD3	-1.083859071
FGD4	-0.156065314
FGD5	1.01772518
FGD6	-1.076610636
FGF1	0.014844891
FGF10	0.413500896
FGF11	-0.383807564
FGF12	-0.163345027
FGF13	-0.207437529
FGF14	-0.005381972
FGF17	-0.229483771
FGF18	-0.317668748
FGF21	-0.336073593
FGF23	0.082802743
FGF5	-0.025608647
FGF6	0.218717575
FGF7	0.057118534
FGF8	-0.317668748
FGF9	0.169169615
FGFBP1	0.551232944
FGFBP2	0.595326758
FGFR1	-1.352082458
FGFR1OP	1.063778722
FGFR1OP2	-0.361761279
FGFR2	-1.50462206
FGFR3	-2.054162281
FGFR4	-1.16661987
FGFRL1	-0.773369631
FGG	-0.025608647
FGGY	0.338046437
FGL1	1.291545885
FGL2	-0.071520315
FGR	-0.890882376
FH	-0.47017169
FHDC1	0.969962249
FHIT	-0.560178693
FHL1	-0.029247611
FHL2	0.305084559
FHL3	0.284856336
FHL5	0.551232944
FHOD1	-1.210720546
FHOD3	-0.514518236
FIBIN	-0.073340031
FIBP	-0.734731259
FICD	-0.841329384
FIG4	-0.308569083
FIGF	-0.427900189
FIGN	-1.021348453
FIGNL1	0.093718683
FILIP1	-0.459259448
FILIP1L	-1.190479796
FIP1L1	-0.582225231
FIS1	0.169169615
FITM1	-0.336073593
FITM2	0.016664174
FKBP10	-0.751322189
FKBP11	-0.339715008
FKBP14	-0.161524709
FKBP15	0.211232079
FKBP1A	0.101211609
FKBP1B	-0.053113545
FKBP2	0.058937498
FKBP3	-0.229483771
FKBP4	0.040529541
FKBP5	-0.025608647
FKBP6	0.238945317
FKBP7	-0.449946534
FKBP8	-0.578583623
FKBP9	0.130533008
FKBPL	0.21689899
FKTN	0.576916344
FLAD1	-1.043396569
FLCN	-0.198338176
FLG	24.30246465
FLG2	2.276748373
FLI1	-0.890882376
FLII	-2.936657799
FLJ42280	0.790124109
FLJ43860	4.384391577
FLNA	-3.240384062
FLNB	-1.444990676
FLNC	-3.641201716
FLOT1	-0.516085732
FLOT2	-0.181750739
FLRT1	-0.705410796
FLRT2	-0.044015879
FLRT3	-0.089927255
FLT1	-1.521247944
FLT3	0.097358507
FLT3LG	-0.560178693
FLT4	0.707220641
FLVCR1	0.018483465
FLVCR2	0.352813824
FLYWCH1	-0.365622677
FLYWCH2	0.393270925
FMN1	0.861555086
FMN2	0.411473843
FMNL1	-1.063626766
FMNL2	0.135991087
FMNL3	-1.017713296
FMO1	1.087645262
FMO2	2.465816951
FMO3	1.043548753
FMO4	0.554869705
FMO5	0.066214104
FMOD	-0.424258538
FMR1	0.260991686
FMR1NB	-0.161524709
FN1	-2.323170444
FN3K	-0.137658575
FN3KRP	0.020302773
FNBP1	-0.157884861
FNBP1L	-0.780646273
FNBP4	0.510776592
FNDC1	2.671889479
FNDC3A	-1.54691447
FNDC3B	-0.6338229
FNDC4	-0.185391282
FNDC5	-0.251530012
FNDC7	1.379742765
FNDC8	-0.224023033
FNDC9	0.328949044
FNIP1	-0.571310997
FNIP2	-0.10469683
FNTA	-0.071520315
FNTB	-0.426079032
FOCAD	-0.191316565
FOLH1	1.332002318
FOLR1	0.459411326
FOLR2	0.060756528
FOPNL	-0.073340031
FOS	-0.049474214
FOSB	-0.117432389
FOSL1	0.016664174
FOSL2	-0.692458599
FOXA1	0.61555716
FOXA2	0.038710339
FOXA3	-0.494039303
FOXB1	-0.185391282
FOXD4	0.885576705
FOXD4L1	1.616843854
FOXG1	-0.251530012
FOXH1	-0.001743238
FOXI1	-0.446304853
FOXJ2	-0.600630256
FOXJ3	0.286674996
FOXK1	-1.107723888
FOXK2	-0.415165735
FOXM1	0.361913759
FOXN1	-0.216746887
FOXN2	-0.736552314
FOXN3	-0.356299879
FOXN4	-0.135838822
FOXO1	-0.468351206
FOXO3	-0.492218069
FOXO4	-0.229483771
FOXP1	-0.378346116
FOXP2	-0.824740496
FOXP3	-0.249709319
FOXP4	-0.951568548
FOXR1	0.150760231
FOXR2	0.12689526
FOXRED1	-0.400392389
FOXRED2	0.586023223
FOXS1	0.132352165
FPGS	-0.534490515
FPGT	0.398725314
FPGT-TNNI3K	-0.389485787
FPR1	1.131742211
FPR2	-0.314027422
FPR3	-0.271755481
FRA10AC1	0.749657564
FRAS1	4.646228703
FREM1	-0.625172172
FREM2	-0.632876892
FREM3	4.072907685
FRG1	-0.251530012
FRK	-0.332434268
FRMD1	1.120636874
FRMD3	0.643056625
FRMD4A	-1.570776628
FRMD4B	0.85606445
FRMD5	0.130533008
FRMD6	-0.909290275
FRMD7	0.306902668
FRMD8	-0.154246007
FRMPD1	1.70862952
FRMPD2	-0.65224539
FRMPD4	-1.837219906
FRRS1	-0.110153916
FRS2	-0.26993514
FRS3	0.290313621
FRY	-2.659471462
FRYL	-2.418488491
FRZB	0.440999548
FSCB	1.982425511
FSCN1	-0.047654689
FSCN3	0.490549924
FSD1	-0.887242605
FSD1L	1.058333711
FSD2	-0.817464788
FSHB	0.03689118
FSHR	-0.110153916
FSIP1	1.556142814
FST	0.591694063
FSTL1	-0.315847836
FSTL4	-0.479490344
FSTL5	0.536463361
FTCD	-0.749505784
FTH1	0.103030231
FTHL17	1.23654218
FTL	-0.163345027
FTMT	0.371224249
FTO	-0.288341872
FTSJ1	-0.005381972
FTSJ2	-0.22584292
FTSJ3	0.07167258
FTSJD1	0.090079492
FTSJD2	-1.087493118
FUBP1	-0.291981272
FUBP3	-0.512444034
FUCA1	0.663285274
FUCA2	0.597144447
FUK	-0.916836882
FUNDC1	0.013025609
FUNDC2	-0.031067188
FUOM	0.391453969
FURIN	-0.793601146
FUS	-1.001120478
FUT1	-0.161524709
FUT10	0.446457185
FUT11	0.086440867
FUT2	0.823072022
FUT3	2.601812899
FUT5	0.112125503
FUT6	0.178263593
FUT7	0.576916344
FUT8	-0.468351206
FUT9	0.12689526
FUZ	0.018483465
FXC1	0.3032669
FXN	0.413500896
FXR1	-0.648365105
FXR2	-0.534490515
FXYD1	0.523736627
FXYD2	0.193034296
FXYD3	0.72761005
FXYD4	0.347360312
FXYD5	0.661468037
FXYD6	0.235309407
FXYD7	0.057118534
FYB	-0.176292081
FYCO1	3.045022694
FYN	-0.53631094
FYTTD1	0.038710339
FZD1	-0.912929826
FZD10	-0.912929826
FZD2	0.483275131
FZD3	-0.890882376
FZD4	-0.334253673
FZD5	-0.205617011
FZD6	1.001272896
FZD7	-0.468351206
FZD8	-0.714505427
FZD9	-0.337894035
FZR1	-0.80269335
G0S2	0.125076652
G2E3	0.373041938
G3BP1	-0.361761279
G3BP2	-0.317668748
G6PC	-0.736552314
G6PC2	0.687150476
G6PC3	0.21689899
G6PD	-0.135838822
GAA	-1.159397299
GAB1	-0.003562597
GAB2	-1.041578376
GAB3	-0.049474214
GAB4	1.025142459
GABARAP	0.101211609
GABARAPL1	0.057118534
GABARAPL2	-0.053113545
GABBR1	-0.426079032
GABBR2	-1.285933373
GABPA	-0.405853867
GABPB1	0.347360312
GABPB2	0.262810045
GABRA1	-0.449946534
GABRA2	-0.273576253
GABRA3	-0.05129383
GABRA4	0.260991686
GABRA5	-0.358119787
GABRA6	0.222355725
GABRB1	-0.359940251
GABRB2	-0.692458599
GABRB3	-0.492218069
GABRD	-0.510624372
GABRE	1.820761234
GABRG1	-0.80269335
GABRG2	-0.427900189
GABRG3	-0.093566408
GABRP	0.266447942
GABRQ	-0.758599262
GABRR1	0.020302773
GABRR2	0.069852974
GABRR3	-0.023789244
GAD1	-0.512444034
GAD2	-0.111973265
GADD45A	-0.031067188
GADD45B	-0.031067188
GADD45G	0.21326276
GADD45GIP1	0.547599505
GADL1	0.554869705
GAGE10	0.191216164
GAK	-1.350697123
GAL	0.813985927
GAL3ST1	0.688969636
GAL3ST4	1.067416815
GALC	0.846940207
GALE	-0.556537043
GALK1	-0.844966979
GALK2	-0.179930907
GALM	-0.069700724
GALNS	0.472145421
GALNT1	-0.405853867
GALNT10	-1.197736472
GALNT11	-0.43902969
GALNT12	-0.732911333
GALNT13	-0.181750739
GALNT14	-0.21856543
GALNT2	-0.556537043
GALNT3	-0.376526807
GALNT4	0.42259095
GALNT5	-0.326979057
GALNT6	-0.551080959
GALNT7	0.442818085
GALNT8	1.625941868
GALNT9	-0.66859065
GALNTL1	-0.50880549
GALNTL2	-0.661316159
GALNTL4	-0.775187015
GALNTL5	1.420201535
GALNTL6	-0.824740496
GALP	0.481458261
GALR1	0.262810045
GALR2	1.172206761
GALT	-0.135838822
GAMT	-0.093566408
GAN	-0.598810865
GANAB	-0.661316159
GANC	0.389427191
GAP43	-0.449946534
GAPDH	-0.404032746
GAPDHS	-0.134019284
GAPT	0.193034296
GAPVD1	-0.857930839
GAR1	0.347360312
GARNL3	-1.082044518
GARS	-0.710864321
GART	0.738527175
GAS2	0.193034296
GAS2L1	0.373041938
GAS2L2	0.192828665
GAS2L3	0.891034851
GAS6	-0.437212558
GAS7	-0.53631094
GAS8	0.205769367
GAST	0.391453969
GATA1	-0.60427181
GATA2	-0.424258538
GATA3	-0.648365105
GATAD1	-0.007201372
GATAD2A	-0.951568548
GATAD2B	-0.069700724
GATC	-0.095386216
GATM	-0.139478553
GATS	-0.251530012
